index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
289939,303,6,25/05/2013,435,1,0,0,0,4089.875211511797
345996,950,3,02/04/2014,596,1,1,0,0,6592.585524122871
47099,431,6,23/03/2013,837,1,0,0,0,6439.779004929354
416166,314,7,02/03/2014,0,0,0,0,0,0.0
558706,746,3,10/12/2014,474,1,0,0,0,4867.297961303266
353818,949,1,06/05/2013,522,1,0,0,0,4904.869973188732
594658,392,1,08/04/2013,1048,1,1,0,0,9427.466515469947
278995,511,4,19/09/2013,696,1,0,0,0,5928.446880650532
401571,1062,5,31/01/2014,611,1,0,0,0,5139.4411872492055
447990,526,3,27/11/2013,1474,1,0,0,0,10790.546822916716
336915,148,1,01/06/2015,957,1,1,0,0,9263.296072423283
643896,675,3,25/03/2015,336,1,0,0,0,3893.2500203785603
450560,343,7,24/08/2014,0,0,0,0,0,0.0
70556,74,7,09/11/2014,0,0,0,0,0,0.0
151746,931,5,02/05/2014,648,1,1,0,1,6830.388936758682
167438,689,2,22/07/2014,656,1,0,0,0,5896.1938623755705
308408,157,7,12/01/2014,0,0,0,0,0,0.0
224581,378,3,28/08/2013,814,1,1,0,1,8042.284980542434
451069,229,1,11/08/2014,597,1,0,0,1,5753.66909171961
380976,129,5,27/09/2013,1213,1,1,0,0,10329.665532745596
542443,1047,3,21/05/2014,491,1,1,0,0,5985.907864756358
546775,451,7,03/03/2013,0,0,0,0,0,0.0
551458,593,2,24/03/2015,1144,1,0,0,0,8879.495706610614
620476,627,2,08/10/2013,576,1,1,0,0,6655.280577515659
558664,514,5,06/06/2014,668,1,1,0,0,7004.301611761097
129273,989,4,22/05/2014,573,1,1,0,0,6413.525226349302
235734,737,2,29/04/2014,1048,1,1,0,0,9455.350984989374
532152,436,6,15/02/2014,467,1,0,0,0,4303.581801882945
493982,1002,6,30/08/2014,775,1,0,0,0,6297.016003421973
307036,732,4,06/02/2014,566,1,1,0,0,6299.340707264433
587386,31,4,03/07/2014,605,1,1,0,0,6802.175468253263
624965,439,6,28/12/2013,914,1,0,0,0,7208.567288255901
340825,417,3,18/12/2013,1067,1,1,0,0,9655.137376711122
94795,676,6,30/11/2013,1315,1,0,0,0,9572.24757613358
62233,72,2,08/01/2013,562,1,1,0,0,6349.875910241855
225730,128,3,16/10/2013,485,1,0,0,1,4857.963707901188
668969,912,5,04/10/2013,946,1,0,0,1,7375.762819482246
96418,133,4,09/10/2014,874,1,1,0,1,8564.113260911196
407992,820,6,07/12/2013,1188,1,0,0,0,8802.82121524954
288882,654,3,09/07/2014,647,1,0,0,0,5761.4584537885385
138967,72,5,14/02/2014,433,1,0,0,0,4227.720223661745
193260,717,3,08/07/2015,452,1,0,0,1,4757.61450956011
397665,245,7,24/03/2013,0,0,0,0,0,0.0
375447,691,2,08/07/2014,403,1,0,0,1,4398.0904777954565
471489,2,1,25/08/2014,538,1,0,0,1,5436.397000402387
456751,436,5,10/07/2015,566,1,0,0,0,5290.640054889431
204250,233,1,04/03/2013,1354,1,1,0,0,11269.294320692192
601823,811,1,12/01/2015,683,1,1,0,0,7346.082900377514
643301,658,3,06/02/2013,559,1,1,0,0,6201.27210915176
488498,529,5,14/03/2014,764,1,0,0,0,6201.17293057323
620302,700,3,03/04/2013,422,1,0,0,1,4186.259618804732
252779,195,3,01/07/2015,1298,1,1,0,1,11243.009299112251
516921,302,4,03/01/2013,244,1,0,0,1,2986.4924082405632
175493,726,7,08/12/2013,0,0,0,0,0,0.0
232380,639,1,14/10/2013,439,1,0,0,0,4617.887629086268
58974,408,3,01/05/2013,0,0,1,a,0,0.0
572931,358,2,04/11/2014,1279,1,1,0,0,11130.26511113171
328958,530,2,16/04/2013,565,1,0,0,0,5119.650941424014
235735,467,3,01/07/2015,1639,1,1,0,1,13270.345565239608
552379,739,7,27/04/2014,0,0,0,0,0,0.0
458433,755,2,14/07/2015,931,1,1,0,1,9023.35389800719
591084,1029,7,02/06/2013,0,0,0,0,0,0.0
65787,589,7,25/08/2013,0,0,0,0,0,0.0
571544,414,2,19/03/2013,417,1,1,0,0,5494.539212527452
527996,957,1,02/06/2014,1340,1,1,0,0,11323.707410466508
382635,1037,4,13/06/2013,747,1,0,0,0,6058.2266803657985
318181,715,2,04/02/2014,845,1,1,0,1,8190.993087593175
253623,847,2,24/06/2014,776,1,0,0,0,6568.321650747152
578031,934,5,21/06/2013,767,1,1,0,0,7407.235795785498
317818,304,7,08/02/2015,0,0,0,0,0,0.0
102028,553,2,19/05/2015,584,1,1,0,0,6842.4650987535715
662599,946,2,06/08/2013,393,1,0,0,1,4188.482780031336
137532,897,6,08/03/2014,402,1,0,0,0,3872.8025963498512
171854,790,2,10/03/2015,539,1,0,0,0,5177.051367153181
488769,621,7,03/05/2015,0,0,0,0,0,0.0
704181,383,6,06/12/2014,2470,1,0,0,0,16779.168956565903
132467,831,5,06/06/2014,1686,1,1,0,0,13127.974974609679
230563,905,2,10/02/2015,980,1,0,0,0,7799.6605366935255
459527,558,2,12/03/2013,382,1,0,0,1,4014.010245765967
551724,564,3,31/07/2013,491,1,1,0,1,6026.198256418924
40124,140,2,03/12/2013,1176,1,1,0,0,10425.804464750458
139386,1,6,14/06/2014,562,1,0,0,0,5075.108952353825
337811,943,7,25/05/2014,0,0,0,0,0,0.0
72303,850,2,14/04/2015,698,1,1,0,0,7454.41045095009
688050,897,4,20/06/2013,300,1,1,0,0,4660.101661784633
86205,226,5,27/06/2014,635,1,0,0,0,5570.302012637025
229395,527,2,07/10/2014,978,1,1,0,1,9292.947156857466
89911,974,4,06/03/2014,1654,1,1,0,1,12934.44262965268
678177,690,6,21/09/2013,624,1,0,0,0,5310.904350289144
100102,607,7,22/03/2015,0,0,0,0,0,0.0
284208,1023,7,29/06/2014,0,0,0,0,0,0.0
46272,130,5,15/02/2013,519,1,0,0,0,4596.530431564373
385132,477,4,16/01/2014,405,1,0,0,0,4045.5319025133504
626696,932,6,15/02/2014,466,1,0,0,0,4225.988064515113
275602,219,3,29/04/2015,481,1,1,0,0,6160.182667142246
315158,763,6,18/01/2014,569,1,0,0,0,4842.789933176478
397281,1085,7,26/05/2013,0,0,0,0,0,0.0
235106,801,1,08/09/2014,458,1,0,0,0,4817.585009570292
440163,640,6,26/07/2014,732,1,0,0,0,6053.073872792593
529243,711,7,29/06/2014,0,0,0,0,0,0.0
15221,648,2,26/05/2015,590,1,0,0,1,5625.023348623246
511789,409,4,06/06/2013,496,1,1,0,0,5910.7533965143375
87034,176,1,27/10/2014,647,1,0,0,0,6096.764548239764
256996,8,1,14/04/2014,791,1,1,0,0,8073.133875030791
599327,352,4,23/04/2015,536,1,0,0,0,5105.984847208019
665515,680,2,01/07/2014,889,1,1,0,0,8585.08814758889
550822,1010,4,28/08/2014,741,1,0,0,0,6245.196861768665
230483,493,7,20/10/2013,0,0,0,0,0,0.0
276717,137,2,31/03/2015,967,1,1,0,1,9206.217263510101
650563,620,3,07/01/2015,843,1,1,0,0,8184.1190134108765
15939,118,1,10/06/2013,576,1,0,0,0,5387.530676993716
302677,245,7,28/12/2014,0,0,0,0,1,0.0
666228,168,2,31/03/2015,694,1,1,0,1,7547.282941286685
569287,320,2,12/08/2014,1931,1,0,0,1,13747.300438336097
64211,89,4,30/07/2015,683,1,1,0,0,7425.621554590529
276104,438,5,20/09/2013,472,1,0,0,0,4503.773977594217
77413,1079,4,21/03/2013,783,1,1,0,0,7461.319396235049
142199,191,7,28/07/2013,0,0,0,0,0,0.0
238919,658,6,16/05/2015,399,1,0,0,0,4104.7545342425
434144,296,1,06/05/2013,805,1,0,0,0,6714.112584107381
386106,247,6,25/05/2013,572,1,0,0,0,4928.213460962987
275219,624,3,03/12/2014,766,1,1,0,0,7937.595087707625
166831,18,3,13/02/2013,672,1,0,0,0,5695.2949494458735
103813,517,4,07/08/2014,675,1,1,0,1,7234.8527891487465
14056,401,7,26/01/2014,0,0,0,0,0,0.0
116005,258,2,30/06/2015,573,1,1,0,0,6857.677603090822
339956,892,2,04/06/2013,886,1,1,0,0,8359.999114673177
421227,821,1,21/07/2014,777,1,0,0,1,6731.136542838067
99760,829,5,19/09/2014,791,1,1,0,0,7811.499406618706
12417,536,2,15/10/2013,814,1,0,0,0,6827.664517649275
544762,141,3,30/07/2014,566,1,1,0,0,6642.7475195907755
94653,249,4,22/01/2015,506,1,0,0,0,4838.290319628199
112494,500,7,01/09/2013,0,0,0,0,0,0.0
480939,483,7,14/09/2014,0,0,0,0,0,0.0
145224,64,2,22/10/2013,673,1,1,0,1,7374.864613313752
587988,331,7,28/12/2014,0,0,0,0,0,0.0
172828,1007,2,23/12/2014,1459,1,0,0,1,10927.288258024782
572287,702,2,03/02/2015,351,1,1,0,0,5300.097894371313
515276,600,2,21/04/2015,458,1,0,0,0,4752.8992996996385
270929,804,6,08/06/2013,367,1,0,0,0,3629.754929067334
446863,916,7,13/04/2014,0,0,0,0,0,0.0
562914,265,3,18/09/2013,362,1,0,0,0,4017.475529019779
18520,309,1,19/05/2014,747,1,1,0,0,7799.165993024537
529375,171,6,01/03/2014,631,1,0,0,0,5361.542865978845
520635,1076,2,02/09/2014,675,1,1,0,0,7298.411101525824
241592,177,7,15/06/2014,0,0,0,0,0,0.0
328837,486,5,01/11/2013,0,0,0,a,1,0.0
13638,308,3,20/03/2013,1011,1,1,0,0,9031.955732653732
106835,680,1,28/01/2013,749,1,0,0,0,6197.614414003154
673645,446,6,21/09/2013,313,1,0,0,0,3461.3390805017552
343026,1107,6,25/05/2013,625,1,0,0,0,5125.379928014299
280082,748,1,26/08/2013,682,1,1,0,1,7344.348003326391
388723,775,1,22/07/2013,645,1,0,0,0,5750.808740565961
434075,306,2,31/03/2015,469,1,1,0,1,6163.811690135335
266643,195,5,18/04/2014,0,0,1,b,1,0.0
220866,1016,3,24/12/2014,331,1,0,0,1,4012.272822410392
707055,765,1,03/11/2014,955,1,1,0,0,9185.72074728494
575753,199,6,30/08/2014,705,1,0,0,0,5988.603762005689
259061,53,2,16/04/2013,475,1,0,0,0,4643.0166592733
6171,1100,4,18/04/2013,649,1,0,0,0,5391.125849878532
655640,480,6,09/05/2015,315,1,0,0,0,3617.58618498157
246088,612,5,10/04/2015,395,1,0,0,1,4171.734279649041
486918,863,5,14/11/2014,1147,1,1,0,0,10028.169731959875
24290,724,1,19/05/2014,798,1,1,0,0,8048.390028014372
165942,590,7,02/03/2014,0,0,0,0,0,0.0
2669,67,5,10/07/2015,706,1,0,0,0,6192.300278349372
664048,1032,5,26/12/2014,0,0,0,c,1,0.0
154705,297,2,26/03/2013,874,1,1,0,1,8327.737001232395
556003,588,5,13/02/2015,740,1,0,0,0,6157.827553656651
261884,1068,5,03/04/2015,0,0,1,b,1,0.0
298728,395,6,19/10/2013,304,1,0,0,0,3446.4736284522223
23499,3,3,31/12/2014,408,1,0,0,1,4628.785799233359
7199,278,7,14/07/2013,0,0,0,0,0,0.0
258284,515,7,05/10/2014,0,0,0,0,0,0.0
339160,963,5,26/07/2013,750,1,0,0,1,6092.247621861461
490003,86,3,06/11/2013,657,1,1,0,0,7178.279111368523
494509,748,3,23/01/2013,456,1,1,0,0,5539.845708957233
596681,481,4,09/07/2015,541,1,0,0,0,5210.334991927026
550677,410,1,04/11/2013,1003,1,1,0,0,9383.802454310411
575765,128,2,13/01/2015,710,1,1,0,0,7530.521335704951
407389,1102,7,02/02/2014,0,0,0,0,0,0.0
238814,658,3,22/01/2014,631,1,1,0,0,6757.390374334762
242060,546,2,13/01/2015,1660,1,1,0,0,13227.52762087062
122153,651,7,06/01/2013,0,0,0,0,0,0.0
523886,718,5,08/11/2013,898,1,1,0,0,8392.28035110305
239210,655,2,31/03/2015,859,1,1,0,1,8476.997951977304
704903,482,7,05/10/2014,0,0,0,0,0,0.0
132623,852,1,26/05/2014,566,1,0,0,0,5340.845925698231
277325,943,1,08/09/2014,572,1,0,0,0,5487.9805412994465
132417,74,4,13/06/2013,690,1,0,0,0,5851.673714825069
412208,3,7,15/02/2015,0,0,0,0,0,0.0
515001,531,7,26/05/2013,0,0,0,0,0,0.0
462201,700,6,03/05/2014,340,1,0,0,0,3589.580063392117
360789,867,4,15/01/2015,394,1,1,0,0,5353.500638951431
268483,577,3,03/04/2013,519,1,0,0,1,4791.848418438283
681092,769,2,27/05/2014,3172,1,0,0,0,21068.28063618805
179731,650,3,26/02/2014,567,1,0,0,0,5119.374566102808
67424,680,4,12/03/2015,609,1,0,0,0,5461.75202159374
360709,1082,4,06/11/2014,1082,1,1,0,0,9676.584113717428
632438,264,5,16/01/2015,958,1,1,0,0,8780.785637347493
680761,866,3,10/07/2013,342,1,0,0,1,3781.4694097070023
268803,985,2,20/01/2015,599,1,0,0,0,5451.13739696797
631176,962,4,04/09/2014,897,1,1,0,0,8504.855119717191
686288,43,1,05/05/2014,823,1,1,0,0,8290.564052587026
169935,545,6,31/01/2015,865,1,0,0,0,6819.639708619914
179853,520,7,08/12/2013,0,0,0,0,0,0.0
432596,847,7,14/09/2014,0,0,0,0,0,0.0
356546,1046,1,04/08/2014,909,1,1,0,1,8809.749164228793
537675,356,5,26/09/2014,430,1,0,0,0,4408.85245393723
118968,565,1,20/04/2015,631,1,0,0,0,5884.072434919246
117240,819,5,22/05/2015,544,1,1,0,0,6328.61264902004
129868,326,1,24/02/2014,352,1,0,0,0,4018.521323631343
519912,890,2,22/10/2013,442,1,1,0,0,5812.81744357571
442945,166,2,25/02/2014,705,1,0,0,0,6103.192060452129
176136,724,4,19/12/2013,1009,1,1,0,0,9181.671397356724
149413,374,4,08/01/2015,790,1,1,0,0,7820.708570420276
128186,272,2,09/07/2013,588,1,0,0,1,5435.664199297491
707335,16,6,28/09/2013,548,1,0,0,0,4951.29974712804
106925,223,6,28/06/2014,608,1,0,0,0,5329.413907740207
26894,591,1,03/06/2013,649,1,1,0,0,7044.809559960675
446257,466,7,14/12/2014,0,0,0,0,0,0.0
205040,187,1,06/05/2013,796,1,0,0,0,6675.289880398894
555545,191,6,06/06/2015,719,1,0,0,0,6139.412403413386
479228,753,5,19/12/2014,937,1,1,0,0,8807.465765724832
617119,262,6,13/04/2013,3267,1,0,0,0,21218.704359885072
389573,1057,1,23/02/2015,545,1,0,0,0,5226.7463576419395
370665,993,1,13/05/2013,1096,1,1,0,0,9667.78057839506
58372,525,2,31/03/2015,855,1,1,0,1,8471.505410448357
458639,192,3,30/10/2013,473,1,0,0,1,4783.557786275807
632142,456,1,16/02/2015,783,1,1,0,0,8038.868651866156
162278,62,2,12/05/2015,756,1,0,0,0,6665.009239361854
701627,467,1,09/09/2013,1967,1,1,0,0,15153.611704664538
521153,430,5,01/03/2013,674,1,0,0,0,5518.464088567998
323,54,4,24/07/2014,612,1,0,0,1,5608.7257772972225
374828,865,6,05/04/2014,710,1,0,0,0,5775.7747567715705
487448,763,3,16/07/2014,567,1,1,0,1,6594.545018143544
395609,208,5,14/11/2014,496,1,1,0,0,6177.3751691578655
184768,943,1,08/04/2013,661,1,1,0,0,7002.662605671678
116566,966,6,06/06/2015,408,1,0,0,0,4142.886313525145
403422,309,2,17/06/2014,702,1,1,0,0,7480.542636539554
643105,207,1,23/02/2015,1056,1,0,0,0,8446.150154166622
221988,1082,7,17/08/2014,0,0,0,0,0,0.0
146412,96,3,13/08/2014,528,1,0,0,1,5199.304314738838
287273,485,2,20/01/2015,355,1,0,0,0,4044.53309643158
54026,349,3,24/06/2015,800,1,0,0,0,6851.909646730113
193283,217,3,07/05/2014,637,1,1,0,0,6982.867764437746
687257,1104,4,09/01/2014,493,1,1,0,0,5771.505395707034
579215,799,6,21/06/2014,914,1,0,0,0,7097.022465914139
575843,7,6,18/10/2014,558,1,0,0,0,5185.76019903511
201429,189,5,28/06/2013,859,1,0,0,0,6789.135380286898
579454,143,5,25/01/2013,600,1,1,0,0,6344.3982033637
431593,544,5,07/02/2014,1835,1,1,0,0,13939.28973229375
21331,18,3,20/08/2014,781,1,1,0,1,8034.451675545424
8365,407,7,16/03/2014,0,0,0,0,0,0.0
511630,397,7,28/04/2013,0,0,0,0,0,0.0
459681,379,2,18/06/2013,522,1,1,0,0,6235.580854737258
506753,543,4,20/11/2014,214,1,0,0,0,3214.6546171759255
124718,1011,3,24/04/2013,857,1,1,0,0,8032.838386947522
427012,1048,3,23/10/2013,472,1,1,0,0,5894.1472480085795
512188,40,4,28/11/2013,766,1,0,0,0,6492.249033244734
238060,271,7,17/08/2014,0,0,0,0,0,0.0
331724,640,5,01/05/2015,0,0,1,a,0,0.0
258177,901,5,10/10/2014,597,1,1,0,0,6653.964310670737
318580,1031,1,03/02/2014,662,1,1,0,0,7071.08562675101
456306,802,1,13/04/2015,687,1,1,0,1,7515.352479196677
636958,48,1,30/09/2013,475,1,0,0,1,4939.509140725422
642412,1015,4,21/05/2015,499,1,1,0,0,6105.324155252194
148931,628,5,05/06/2015,806,1,1,0,0,7968.19395448087
673224,196,6,31/08/2013,542,1,0,0,0,4857.195284618996
356778,879,3,17/06/2015,361,1,1,0,0,5398.091385510226
476505,951,3,13/05/2015,826,1,0,0,0,6883.325996510335
208432,467,3,09/07/2014,1150,1,0,0,1,8879.751819081139
668337,555,6,31/05/2014,464,1,0,0,0,4377.065709678398
421946,534,2,22/01/2013,744,1,1,0,0,7393.76950334484
501785,1016,5,24/10/2014,550,1,1,0,0,6360.09243409225
325607,902,1,02/02/2015,678,1,1,0,0,7330.666274805437
394307,309,4,29/01/2015,570,1,1,0,0,6508.137437997677
61263,930,2,06/01/2015,1244,1,1,0,1,10690.276045393548
512183,597,5,31/05/2013,936,1,1,0,0,8452.020846695988
142735,996,3,03/06/2015,775,1,1,0,0,7882.636304080777
698457,849,4,03/01/2013,813,1,0,0,1,6355.9177234796225
402502,67,5,13/06/2014,727,1,0,0,1,6186.223649370542
303162,404,7,20/04/2014,0,0,0,0,0,0.0
191831,103,3,10/04/2013,0,0,1,0,0,0.0
392265,708,7,14/06/2015,0,0,0,0,0,0.0
523435,64,7,01/12/2013,0,0,0,0,0,0.0
662268,848,2,02/12/2014,893,1,1,0,0,8752.641013541783
552451,450,3,17/07/2013,1096,1,1,0,0,9658.586255818373
64755,165,2,08/04/2014,357,1,0,0,0,4051.985224984295
61930,1035,1,10/02/2014,550,1,0,0,0,5108.661578041851
43315,833,4,07/03/2013,522,1,1,0,0,5907.50998943625
544741,306,6,08/03/2014,260,1,0,0,0,3097.473564333748
25680,79,5,18/07/2014,555,1,1,0,0,6422.092946123506
120661,373,7,01/12/2013,0,0,0,0,0,0.0
182542,185,7,06/10/2013,0,0,0,0,0,0.0
605057,89,5,03/05/2013,698,1,1,0,0,7067.836409673269
357783,768,1,13/04/2015,1826,1,1,0,1,14422.94428404345
619464,417,3,25/02/2015,697,1,0,0,0,6084.829020415142
277115,562,5,16/01/2015,3316,1,1,0,0,23028.00896094198
235725,239,2,02/06/2015,551,1,1,0,0,6711.995331180922
445645,1057,4,18/04/2013,571,1,0,0,0,4924.623484675307
473581,613,2,11/03/2014,794,1,0,0,0,6603.945102472499
702519,305,3,17/04/2013,315,1,0,0,0,3559.331623110804
335211,308,2,14/04/2015,957,1,1,0,0,9102.19723299949
283403,855,3,19/11/2014,539,1,0,0,0,5216.949675660289
53771,468,5,13/09/2013,784,1,1,0,0,7673.355684469745
27271,671,6,27/07/2013,451,1,0,0,0,4201.645809929119
423690,1111,3,04/03/2015,487,1,1,0,0,6021.021050653246
460029,936,1,15/06/2015,1075,1,1,0,0,9872.314169696532
510462,543,4,28/03/2013,407,1,1,0,1,5306.710898723977
497382,320,6,20/04/2013,1765,1,0,0,0,12111.534189500555
420791,588,3,01/10/2014,746,1,1,0,0,7753.702017548785
372043,3,2,03/09/2013,739,1,0,0,1,6453.131553021609
431639,568,6,04/07/2015,483,1,0,0,0,4687.131106449233
406210,822,5,05/09/2014,694,1,1,0,0,7217.111420497997
683440,676,5,13/12/2013,1738,1,0,0,0,12238.22361871635
10031,756,4,26/12/2013,0,0,0,c,1,0.0
21057,436,7,12/04/2015,0,0,0,0,0,0.0
227461,238,6,18/01/2014,856,1,0,0,0,6657.813526880462
133658,144,3,10/04/2013,669,1,1,0,0,7010.992313465977
632152,501,7,15/02/2015,0,0,0,0,0,0.0
648411,95,2,08/07/2014,811,1,0,0,0,6913.660445988411
676921,604,2,05/02/2013,716,1,1,0,0,7238.220543544623
5242,767,1,18/02/2013,809,1,1,0,0,7863.561398726539
212186,1039,7,27/10/2013,0,0,0,0,0,0.0
367374,546,6,25/10/2014,1283,1,0,0,0,9505.520917802583
600629,168,3,13/03/2013,576,1,0,0,0,5125.272813620511
554776,985,2,11/03/2014,623,1,0,0,0,5513.982737401791
512939,99,2,29/10/2013,367,1,0,0,1,4232.270400393056
563793,1100,6,12/04/2014,421,1,0,0,0,3994.2284677148564
411876,1057,1,19/08/2013,592,1,0,0,0,5420.725230802724
357294,552,6,06/07/2013,452,1,0,0,1,4256.5368598782225
55263,980,7,25/08/2013,0,0,0,0,0,0.0
572031,384,5,09/01/2015,981,1,1,0,0,8899.092261238431
691125,337,2,08/04/2014,306,1,0,0,0,3718.1036812611856
515811,799,2,15/04/2014,1077,1,1,0,1,9657.6005976483
282105,331,7,23/11/2014,0,0,0,0,0,0.0
288316,319,1,02/03/2015,974,1,1,0,0,9241.997732092568
429415,43,7,02/06/2013,0,0,0,0,0,0.0
281949,560,6,28/12/2013,2126,1,0,0,0,14536.207218963245
135296,663,3,13/03/2013,363,1,0,0,0,3763.0384677854017
706738,845,2,26/11/2013,261,1,0,0,0,3471.0820202643517
362305,620,7,17/02/2013,0,0,0,0,0,0.0
379547,261,1,15/06/2015,1284,1,1,0,0,11236.267005410977
41003,194,1,16/09/2013,407,1,0,0,0,4455.813975003606
267483,223,6,29/06/2013,719,1,0,0,0,5858.096557016892
156952,637,2,15/10/2013,557,1,0,0,0,5255.599644216185
372441,227,3,06/02/2013,698,1,1,0,0,7105.8137057604035
440194,611,1,27/01/2014,416,1,0,0,0,4333.4951009982615
523617,211,2,12/02/2013,1553,1,0,0,0,11084.282286158646
78851,361,7,21/09/2014,0,0,0,0,0,0.0
219228,169,4,02/05/2013,924,1,1,0,0,8503.620379927626
493184,360,4,21/05/2015,761,1,1,0,0,7787.588785677217
598200,42,6,20/07/2013,887,1,0,0,0,6930.87997873337
498941,268,2,27/05/2014,487,1,0,0,0,4868.614104289503
644105,772,6,30/03/2013,651,1,0,0,0,5267.156826441875
300508,130,7,11/05/2014,0,0,0,0,0,0.0
513968,850,5,27/12/2013,704,1,0,0,1,5997.311194447917
351346,107,6,16/03/2013,829,1,0,0,0,6434.250107999775
40484,893,4,21/05/2015,841,1,1,0,0,8195.543654674431
572244,529,3,08/07/2015,699,1,0,0,0,6238.6332280445495
177454,2,7,16/11/2014,0,0,0,0,0,0.0
253686,257,1,18/03/2013,882,1,1,0,0,8412.916557288321
174233,939,3,04/12/2013,657,1,1,0,0,7087.580963635701
677339,370,4,27/03/2014,592,1,0,0,0,5266.971791655116
222881,263,6,31/08/2013,399,1,0,0,0,3980.9087734722416
366421,600,1,23/09/2013,673,1,1,0,0,7299.942527146952
701710,669,1,20/04/2015,351,1,0,0,0,4172.187866256398
59523,338,4,23/04/2015,458,1,0,0,0,4635.300083787937
539327,95,1,04/08/2014,1027,1,1,0,1,9662.019065733592
607027,1087,7,23/06/2013,0,0,0,0,0,0.0
420226,74,6,16/08/2014,682,1,0,0,0,5859.696439032501
580766,472,2,27/05/2014,602,1,0,0,0,5536.1282628699555
238303,416,2,20/01/2015,1183,1,0,0,0,9072.417520204326
349108,220,3,29/01/2014,609,1,0,0,0,5404.139365060662
367656,556,4,29/01/2015,916,1,1,0,0,8569.380748817232
235883,154,5,10/07/2015,679,1,0,0,0,6016.124827163236
172137,82,1,09/06/2014,0,0,0,a,0,0.0
17860,259,2,13/08/2013,2156,1,1,0,1,16262.52225779707
404575,203,1,14/10/2013,769,1,0,0,0,6680.6687361811055
551987,906,6,04/05/2013,1166,1,0,0,0,8421.671908564982
641610,637,1,23/03/2015,590,1,0,0,0,5593.4330973353935
29208,49,3,18/12/2013,777,1,1,0,0,7950.721886566374
52661,882,1,03/06/2013,979,1,1,0,0,9002.742270379036
308237,130,2,10/09/2013,588,1,1,0,0,6767.359851192916
97628,67,6,09/02/2013,577,1,0,0,0,4875.647623080818
232373,317,7,05/01/2014,0,0,0,0,0,0.0
494285,771,3,14/08/2013,783,1,1,0,1,7790.1889257984585
229232,912,6,27/12/2014,1115,1,0,0,0,8502.483690714173
56969,1062,3,06/11/2013,606,1,1,0,0,6728.444182600069
32344,966,6,08/03/2014,465,1,0,0,0,4244.650638256455
323497,508,1,22/04/2013,764,1,1,0,0,7697.157944227394
422553,289,5,19/09/2014,562,1,1,0,0,6501.568518173241
197491,904,5,10/07/2015,469,1,0,0,0,4635.295138538699
10778,386,3,10/04/2013,732,1,1,0,0,7357.890186699922
371433,373,4,18/12/2014,454,1,1,0,0,6012.8344144229195
657879,133,6,05/10/2013,378,1,0,0,0,3925.1741939068306
306299,695,4,16/01/2014,472,1,0,0,0,4420.132294013747
428743,611,3,11/06/2014,407,1,0,0,1,4323.854792901082
573636,195,1,08/12/2014,1232,1,0,0,0,9695.860342509637
551850,801,2,18/03/2014,452,1,1,0,0,5794.847826603102
485516,1082,1,08/04/2013,1193,1,1,0,0,10206.698622690456
675218,716,7,30/03/2014,0,0,0,0,0,0.0
561544,343,4,14/03/2013,572,1,0,0,0,4998.100470255478
635802,449,5,29/05/2015,1397,1,0,0,0,10268.322209948092
160305,242,2,29/04/2014,389,1,1,0,0,5532.998675299867
189377,642,2,25/03/2014,430,1,0,0,0,4401.359262070735
14832,110,3,04/12/2013,738,1,1,0,0,7698.024633992347
622683,67,2,27/08/2013,794,1,1,0,1,8043.623990195163
307908,1040,1,18/11/2013,1150,1,1,0,0,10191.356278964842
611962,484,1,07/01/2013,808,1,1,0,0,7858.984747897659
262732,550,7,08/06/2014,0,0,0,0,0,0.0
122584,770,7,05/10/2014,0,0,0,0,0,0.0
50781,251,4,15/05/2014,2239,1,0,0,0,15325.788723758713
683958,146,5,02/08/2013,642,1,1,0,1,6862.890812297817
128744,876,6,02/05/2015,442,1,0,0,0,4326.359718451335
699309,276,3,25/09/2013,545,1,1,0,0,6415.565848086204
88759,326,5,27/03/2015,457,1,0,0,1,4564.485292252095
458556,608,1,23/06/2014,855,1,0,0,0,7159.24704913632
99694,37,1,24/06/2013,705,1,0,0,0,6188.539863916871
94771,548,5,24/07/2015,295,1,0,0,0,3639.692341528542
19294,332,3,01/10/2014,608,1,1,0,0,6954.30029828765
361801,965,2,15/04/2014,1238,1,1,0,1,10609.36920678959
558401,93,7,10/11/2013,0,0,0,0,0,0.0
540721,1005,2,09/12/2014,1026,1,0,0,0,8252.926129140134
544947,403,7,22/02/2015,0,0,0,0,0,0.0
585685,904,4,26/03/2015,414,1,0,0,0,4255.234838497359
247141,179,2,23/12/2014,1472,1,0,0,1,11125.48691351508
515982,974,5,04/04/2014,1668,1,1,0,0,12930.387023604417
538920,527,1,10/11/2014,1086,1,1,0,0,10017.7192503509
560571,888,2,19/05/2015,777,1,1,0,0,7963.790207258717
621808,1022,2,18/11/2014,769,1,0,0,0,6664.427674454753
569705,807,1,20/10/2014,1170,1,1,0,1,10501.384472508333
526032,1066,3,10/06/2015,1027,1,0,0,0,8116.645004246326
622985,61,6,19/07/2014,573,1,0,0,0,5169.21506060462
413753,503,1,18/05/2015,595,1,1,0,1,7037.022295804112
122444,837,1,15/04/2013,353,1,0,0,0,3868.2828897272702
447335,156,4,17/04/2014,1128,1,1,0,0,9861.03474512347
111768,817,1,16/02/2015,3010,1,1,0,0,21483.106016398
244827,358,4,28/11/2013,1012,1,0,0,0,7937.222099702572
